id,date,title,bv_off,page_off,start_t,end_t,band,genre,链接off,备注,bv_on,page_on,bv_n1,page_n1,bv_f1,page_f1,start_1,end_1
247,2023/02/10,Copycat,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Copycat,,,,,,,,,
283,2023/02/11,レイニースノードロップ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,レイニースノードロップ,,,,,,,,,
312,2023/02/27,ココロ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ココロ,,,,,,,,,
305,2023/02/28,ストロボラスト,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ストロボラスト,,,,,,,,,
214,2023/03/01,パレットには君がいっぱい,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,パレットには君がいっぱい,,,,,,,,,
202,2023/03/02,Q,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Q,,,,,,,,,
331,2023/03/09,39,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,39,,,,,,,,,
263,2023/03/20,Highlight,BV1VrNyeHEUk,2,00:00:47,00:01:17,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Highlight,,BV1VrNyeHEUk,1,,,,,,
335,2023/03/30,トラッシュ・アンド・トラッシュ！,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,トラッシュ・アンド・トラッシュ！,,,,,,,,,
334,2023/03/31,Vampire's ∞ pathoS,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Vampire's ∞ pathoS,,,,,,,,,
337,2023/04/01,METEOR,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,METEOR,,,,,,,,,
330,2023/04/02,インタビュア,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,インタビュア,,,,,,,,,
301,2023/04/03,私の恋はヘルファイア,BV1pNsez5EK6,2,00:00:40,00:01:11,v,世界计划虚拟歌手演唱歌曲/收录歌曲,私の恋はヘルファイア,,BV1pNsez5EK6,1,,,,,,
343,2023/04/04,スノーマン,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,スノーマン,,,,,,,,,
317,2023/04/10,魔法みたいなミュージック！,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,魔法みたいなミュージック！,,,,,,,,,
349,2023/05/03,悪食娘コンチータ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,悪食娘コンチータ,,,,,,,,,
350,2023/05/04,眠らせ姫からの贈り物,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,眠らせ姫からの贈り物,,,,,,,,,
347,2023/05/05,円尾坂の仕立屋,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,円尾坂の仕立屋,,,,,,,,,
348,2023/05/06,悪徳のジャッジメント,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,悪徳のジャッジメント,,,,,,,,,
318,2023/05/12,Sharing The World,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Sharing The World,,,,,,,,,
342,2023/05/26,Blue Star,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Blue Star,,,,,,,,,
362,2023/06/07,Wonder Style,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Wonder Style,,,,,,,,,
363,2023/06/28,UNDERWATER,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,UNDERWATER,,,,,,,,,
309,2023/07/07,Afterglow,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Afterglow,,,,,,,,,
319,2023/07/28,Decade,BV1N6gCz3Emi,2,00:00:59,00:01:37,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Decade,,BV1N6gCz3Emi,1,,,,,,
357,2023/08/31,ブループラネット,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ブループラネット,,,,,,,,,
414,2023/09/01,HERO,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,HERO,,,,,,,,,
415,2023/09/25,ラッキー☆オーブ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ラッキー☆オーブ,,,,,,,,,
401,2023/10/03,まにまに,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,まにまに,,,,,,,,,
325,2023/10/05,豚になってyeah yeah,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,豚になってyeah yeah,,,,,,,,,
412,2023/10/07,デビルじゃないもん,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,デビルじゃないもん,,,,,,,,,
401,2023/10/09,番凩,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,番凩,,,,,,,,,
390,2023/10/11,Dear,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Dear,,,,,,,,,
341,2023/12/18,難聴系男子が倒せない,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,難聴系男子が倒せない,,,,,,,,,
439,2023/12/31,一千光年,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,一千光年,,,,,,,,,
433,2024/01/02,ヒアソビ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ヒアソビ,,,,,,,,,
430,2024/01/04,『んっあっあっ。』,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,『んっあっあっ。』,,,,,,,,,
463,2024/02/10,ハッピーチートデー,BV1iYNheJEFm,2,00:00:44,00:01:12,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ハッピーチートデー,,BV1iYNheJEFm,1,,,,,,
470,2024/03/09,ハジメテノオト,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ハジメテノオト,,,,,,,,,
454,2024/03/30,えれくとりっく・えんじぇぅ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,えれくとりっく・えんじぇぅ,,,,,,,,,
462,2024/03/31,レッドランドマーカー,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,レッドランドマーカー,,,,,,,,,
467,2024/04/02,あいのうた,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,あいのうた,,,,,,,,,
466,2024/04/03,ガーネットの涙,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ガーネットの涙,,,,,,,,,
485,2024/04/04,だんだん早くなる,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,だんだん早くなる,,,,,,,,,
525,2024/08/30,アンテナ39,BV16gCoYyEXz,2,00:00:51,00:01:39,v,世界计划虚拟歌手演唱歌曲/收录歌曲,アンテナ39,,BV16gCoYyEXz,1,,,,,,
529,2024/09/13,カルチャ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,カルチャ,,,,,,,,,
531,2024/10/02,メズマライザー,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,メズマライザー,,,,,,,,,
541,2024/10/04,メインキャラクター,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,メインキャラクター,,,,,,,,,
523,2024/10/06,きみとぼくのレゾナンス,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,きみとぼくのレゾナンス,,,,,,,,,
542,2024/10/08,Blackjack,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Blackjack,,,,,,,,,
518,2024/12/02,みかぼし,BV1krzZYBELk,2,00:01:23,00:02:16,v,世界计划虚拟歌手演唱歌曲/收录歌曲,みかぼし,,BV1krzZYBELk,1,,,,,,
562,2024/12/30,アンヘル,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,アンヘル,,,,,,,,,
561,2024/12/31,プロトディスコ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,プロトディスコ,,,,,,,,,
558,2025/01/04,のだ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,のだ,,,,,,,,,
566,2025/01/22,パンダヒーロー,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,パンダヒーロー,,,,,,,,,
567,2025/01/23,結ンデ開イテ羅刹ト骸,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,結ンデ開イテ羅刹ト骸,,,,,,,,,
593,2025/02/08,クリスタルスノウ,BV1zkNNe7EcM,2,00:01:00,00:01:46,v,世界计划虚拟歌手演唱歌曲/收录歌曲,クリスタルスノウ,,BV1zkNNe7EcM,1,,,,,,
604,2025/03/09,Packaged,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Packaged,,,,,,,,,
594,2025/03/31,Call!!,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Call!!,,,,,,,,,
591,2025/04/02,吉原ラメント 再来盤,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,吉原ラメント 再来盤,,,,,,,,,
590,2025/04/03,マンハッタン,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,マンハッタン,,,,,,,,,
592,2025/04/04,クイーンオブハート,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,クイーンオブハート,,,,,,,,,
589,2025/04/05,バレリーコ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,バレリーコ,,,,,,,,,
619,2025/05/23,Connecting,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Connecting,,,,,,,,,
627,2025/06/02,テトリス,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,テトリス,,,,,,,,,
628,2025/06/16,モニタリング,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,モニタリング,,,,,,,,,
552,2025/07/01,M@GICAL☆CURE! LOVE♥SHOT!,BV1vFK6zTEZw,2,00:00:44,00:01:22,v,世界计划虚拟歌手演唱歌曲/收录歌曲,M@GICAL☆CURE! LOVE♥SHOT!,,BV1vFK6zTEZw,1,,,,,,
387,2025/07/02,Hello Builder,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Hello Builder,,,,,,,,,
420,2025/07/03,imaginary love story,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,imaginary love story,,,,,,,,,
464,2025/07/04,Intergalactic Bound,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Intergalactic Bound,,,,,,,,,
654,2025/08/29,ラストラス,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ラストラス,,,,,,,,,
666,2025/10/02,少女A,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,少女A,,,,,,,,,
663,2025/10/04,ヴィーナス,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ヴィーナス,,,,,,,,,
669,2025/10/06,げんてん,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,げんてん,,,,,,,,,
667,2025/10/08,㋰責任集合体,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,㋰責任集合体,,,,,,,,,
651,2025/10/10,ホワイトハッピー,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ホワイトハッピー,,,,,,,,,
652,2025/10/14,カレシのジュード,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,カレシのジュード,,,,,,,,,
653,2025/10/15,パメラ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,パメラ,,,,,,,,,
584,2025/11/22,IMAWANOKIWA,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,IMAWANOKIWA,,,,,,,,,
692,2025/12/30,ぼかろころしあむ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ぼかろころしあむ,,,,,,,,,
658,2026/01/02,上弦の月,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,上弦の月,,,,,,,,,
704,2026/01/04,黒塗り世界宛て書簡,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,黒塗り世界宛て書簡,,,,,,,,,
611,2026/01/31,好き！雪！本気マジック,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,好き！雪！本気マジック,,,,,,,,,
612,2026/02/01,Snow Fairy Story,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Snow Fairy Story,,,,,,,,,
613,2026/02/02,雪がとける前に,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,雪がとける前に,,,,,,,,,
614,2026/02/03,スターナイトスノウ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,スターナイトスノウ,,,,,,,,,
615,2026/02/04,四角い地球を丸くする,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,四角い地球を丸くする,,,,,,,,,
616,2026/02/05,アイ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,アイ,,,,,,,,,
617,2026/02/06,ぽかぽかの星,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ぽかぽかの星,,,,,,,,,
618,2026/02/07,Fondant Step,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Fondant Step,,,,,,,,,
719,2026/02/08,SHIAWASE FOR YOU!,BV14J6mBjEXY,2,00:00:45,00:01:23,v,世界计划虚拟歌手演唱歌曲/收录歌曲,SHIAWASE FOR YOU!,,BV14J6mBjEXY,1,,,,,,
724,2026/02/16,ハオ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ハオ,,,,,,,,,
699,2026/03/09,Catch the Wave,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Catch the Wave,,,,,,,,,
722,2026/03/31,ダイダイダイダイダイキライ,BV13hXxYAE8e,1,00:00:40,00:01:18,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ダイダイダイダイダイキライ,,BV13EZ8YxEDp,1,,,,,,
711,2026/04/02,ワンダーラスト,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ワンダーラスト,,,,,,,,,
721,2026/04/03,あいしていたのに,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,あいしていたのに,,,,,,,,,
714,2026/04/04,フロイライン＝オジョウサマ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,フロイライン＝オジョウサマ,,,,,,,,,
713,2026/04/05,Nyanyanyanyanyanyanya!,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Nyanyanyanyanyanyanya!,,,,,,,,,
727,2026/04/06,T氏の話を信じるな,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,T氏の話を信じるな,,,,,,,,,
162,2022/01/08,エンドマークに希望と涙を添えて,,1,,,other,世界计划其他歌曲,エンドマークに希望と涙を添えて,,,,,,,,,
163,2022/01/09,the EmpErroR,,1,,,other,世界计划其他歌曲,the EmpErroR,,,,,,,,,
164,2022/01/10,Don't Fight The Music,,1,,,other,世界计划其他歌曲,Don't Fight The Music,,,,,,,,,
447,2024/01/11,folern,,1,,,other,世界计划其他歌曲,folern,,,,,,,,,
448,2024/01/18,Sage,,1,,,other,世界计划其他歌曲,Sage,,,,,,,,,
449,2024/01/25,MarbleBlue.,,1,,,other,世界计划其他歌曲,MarbleBlue.,,,,,,,,,
503,2024/05/03,超最終鬼畜妹フランドール・Ｓ,,1,,,other,世界计划其他歌曲,超最終鬼畜妹フランドール・Ｓ,,,,,,,,,
501,2024/05/04,Bad Apple!! feat.SEKAI,,1,,,25,世界计划其他歌曲,Bad Apple!! feat.SEKAI,,,,,,,,,
502,2024/05/05,"Help me, ERINNNNNN!!",,1,,,v,世界计划其他歌曲,"Help me, ERINNNNNN!!",,,,,,,,,
536,2025/03/02,Fire◎Flower (Rerec),,1,,,vbs,世界计划其他歌曲,Fire◎Flower (Rerec),,,,,,,,,
624,2025/05/03,チルノのパーフェクトさんすう学園,,1,,,v,世界计划其他歌曲,チルノのパーフェクトさんすう学園,,,,,,,,,
623,2025/05/04,とうほう☆ワンダーランド,,1,,,ws,世界计划其他歌曲,とうほう☆ワンダーランド,,,,,,,,,
622,2025/05/05,超ナイト・オブ・ナイツ,,1,,,other,世界计划其他歌曲,超ナイト・オブ・ナイツ,,,,,,,,,
648,2025/08/04,Life Will Change,,1,,,v,世界计划其他歌曲,Life Will Change,,,,,,,,,
685,2025/12/06,電光刹歌,,1,,,v,世界计划其他歌曲,電光刹歌,,,,,,,,,
688,2025/12/07,ウィーアーピコピコハンマーズ!!!!,,1,,,v,世界计划其他歌曲,ウィーアーピコピコハンマーズ!!!!,,,,,,,,,
687,2025/12/08,ジェットブラック,,1,,,v,世界计划其他歌曲,ジェットブラック,,,,,,,,,
686,2025/12/09,トレジャーガーデン,,1,,,v,世界计划其他歌曲,トレジャーガーデン,,,,,,,,,
689,2025/12/10,最愛人生ランナー,,1,,,v,世界计划其他歌曲,最愛人生ランナー,,,,,,,,,
703,2026/03/14,バイオレンストリガー,,1,,,vbs,世界计划其他歌曲,バイオレンストリガー,,,,,,,,,
723,2026/03/15,ラヴィ,,1,,,25,世界计划其他歌曲,ラヴィ,,,,,,,,,
726,2026/03/16,アルカリレットウセイ,,1,,,v,世界计划其他歌曲,アルカリレットウセイ,,,,,,,,,
707,2026/02/21-2026/04/21,さいたま2000,,1,,,other,世界计划其他歌曲,さいたま2000,,,,,,,,,
709,2026/02/22-2026/04/21,初音ミクの消失−劇場版−,,1,,,v,世界计划其他歌曲,初音ミクの消失−劇場版−,,,,,,,,,
708,2026/02/23-2026/04/21,幽玄ノ乱,,1,,,other,世界计划其他歌曲,幽玄ノ乱,,,,,,,,,
371,2023/07/26,sweety glitch,,1,,,v,世界计划其他服务器独占歌曲,sweety glitch,,,,,,,,,
419,2023/10/26,Unsung Melodies,,1,,,v,世界计划其他服务器独占歌曲,Unsung Melodies,,,,,,,,,
453,2023/12/26,Ten Thousand Stars,,1,,,v,世界计划其他服务器独占歌曲,Ten Thousand Stars,,,,,,,,,
459,2024/02/29,Can't Make A Song!!,,1,,,v,世界计划其他服务器独占歌曲,Can't Make A Song!!,,,,,,,,,
694,2025/11/29,Artifact,,1,,,v,世界计划其他服务器独占歌曲,Artifact,,,,,,,,,
11012,2026/02/18,前ノハナシ,,1,,,v,世界计划其他服务器独占歌曲,前ノハナシ,,,,,,,,,
11013,2026/03/30,ヒマン＝ヒダイ焦燥曲,,1,,,v,世界计划其他服务器独占歌曲,ヒマン＝ヒダイ焦燥曲,,,,,,,,,
 ,2026/04/04,买买买,,1,,,v,世界计划其他服务器独占歌曲,买买买,,,,,,,,,
479,2024/03/28,MikuFiesta,,1,,,v,世界计划其他服务器独占歌曲,MikuFiesta,,,,,,,,,
528,2024/08/01,Thousand Little Voices,,1,,,v,世界计划其他服务器独占歌曲,Thousand Little Voices,,,,,,,,,
535,2024/09/01,Plaything,,1,,,v,世界计划其他服务器独占歌曲,Plaything,,,,,,,,,
514,2024/09/26,FAKE HEART,BV1t2zpYEEHQ,2,00:00:35,00:01:10,v,世界计划其他服务器独占歌曲,FAKE HEART,,BV1t2zpYEEHQ,1,,,,,,
568,2024/11/28,Just 1dB Louder,,1,,,v,世界计划其他服务器独占歌曲,Just 1dB Louder,,,,,,,,,
563,2024/12/26,NAKAKAPAGPABAGABAG,,1,,,v,世界计划其他服务器独占歌曲,NAKAKAPAGPABAGABAG,,,,,,,,,
599,2025/02/07,Karma,,1,,,v,世界计划其他服务器独占歌曲,Karma,,,,,,,,,
598,2025/02/15,Last of Me,,1,,,v,世界计划其他服务器独占歌曲,Last of Me,,,,,,,,,
602,2025/02/18,ELECTRIC WEEKEND ZONE,,1,,,v,世界计划其他服务器独占歌曲,ELECTRIC WEEKEND ZONE,,,,,,,,,
609,2025/06/08,Sad Machine,,1,,,v,世界计划其他服务器独占歌曲,Sad Machine,,,,,,,,,
640,2025/07/25,MONSTER,,1,,,v,世界计划其他服务器独占歌曲,MONSTER,,,,,,,,,
673,2025/09/25,New Worlds,,1,,,v,世界计划其他服务器独占歌曲,New Worlds,,,,,,,,,
657,2025/10/25,i DO what i WANT,,1,,,v,世界计划其他服务器独占歌曲,i DO what i WANT,,,,,,,,,
701,2025/12/07,Chu! Future☆Express!,,1,,,v,世界计划其他服务器独占歌曲,Chu! Future☆Express!,,,,,,,,,
725,2026/04/01,shrimp miku,,1,,,v,世界计划其他服务器独占歌曲,shrimp miku,,,,,,,,,
10001,2024/01/06,장산범,,1,,,v,世界计划其他服务器独占歌曲,장산범,,,,,,,,,
10002,2024/02/08,Alone,,1,,,v,世界计划其他服务器独占歌曲,Alone,,,,,,,,,
10004,2025/05/23,벚꽃비,,1,,,v,世界计划其他服务器独占歌曲,벚꽃비,,,,,,,,,
10003,2025/05/24,각개전투,,1,,,v,世界计划其他服务器独占歌曲,각개전투,,,,,,,,,
10005,2025/05/25,별빛 세레나데,,1,,,v,世界计划其他服务器独占歌曲,별빛 세레나데,,,,,,,,,
10006,2025/07/25,비밀 인형극 II,,1,,,v,世界计划其他服务器独占歌曲,비밀 인형극 II,,,,,,,,,
10007,2025/08/15,Carpe Diem!,,1,,,v,世界计划其他服务器独占歌曲,Carpe Diem!,,,,,,,,,
10008,2025/08/29,둔갑,,1,,,v,世界计划其他服务器独占歌曲,둔갑,,,,,,,,,
11008,2025/03/27,一样,,1,,,v,世界计划其他服务器独占歌曲,一样,,,,,,,,,
11004,2025/03/28,初岚,,1,,,v,世界计划其他服务器独占歌曲,初岚,,,,,,,,,
11006,2025/03/29,镜中少女,,1,,,v,世界计划其他服务器独占歌曲,镜中少女,,,,,,,,,
11001,2025/03/30,Pick Me Up,,1,,,v,世界计划其他服务器独占歌曲,Pick Me Up,,,,,,,,,
11003,2025/03/31,踏步、出发,,1,,,v,世界计划其他服务器独占歌曲,踏步、出发,,,,,,,,,
11002,2025/04/01,My Stage With You,,1,,,v,世界计划其他服务器独占歌曲,My Stage With You,,,,,,,,,
11005,2025/04/02,We Leave The World Together,,1,,,v,世界计划其他服务器独占歌曲,We Leave The World Together,,,,,,,,,
11007,2025/04/03,梦色星球,,1,,,v,世界计划其他服务器独占歌曲,梦色星球,,,,,,,,,
11009,2025/07/01,低彩度记事,,1,,,v,世界计划其他服务器独占歌曲,低彩度记事,,,,,,,,,
11017,2026/03/27,Hype Dive,,1,,,v,世界计划其他服务器独占歌曲,Hype Dive,,,,,,,,,
11010,2026/03/28,越过海岸线,,1,,,v,世界计划其他服务器独占歌曲,越过海岸线,,,,,,,,,
11014,2026/03/29,月西江·春雷,,1,,,v,世界计划其他服务器独占歌曲,月西江·春雷,,,,,,,,,
241,2022/05/23,アサガオの散る頃に,BV1igQGBREZo,3,00:00:37,00:01:12,ln,Leo/need演唱歌曲/收录歌曲,アサガオの散る頃に,,BV1bj2rB1EEG,1,,,,,,
290,2022/10/21,どんな結末がお望みだい？,BV1KiySYBEHn,27,00:00:42,00:01:34,ws,Wonderlands×Showtime演唱歌曲/原创歌曲,どんな結末がお望みだい？,,,,,,,,,
